==================== 2026-03-01T11:08:33.069194Z | 4bb6b453-9011-4293-a6ce-e9a6a4218de3 ====================
11:08:33.069304 [info ]: Starting dbt LSP server
11:08:33.069351 [info ]: Connecting to LSP client on port 8000
11:08:33.071279 [info ]: Successfully connected to LSP client
11:08:33.071300 [info ]: Creating LSP service...
11:08:33.162828 [info ]: Creating LSP server...
11:08:33.162876 [info ]: Starting LSP server...
11:08:33.230001 [info ]: Started loading project
11:08:33.241745 [info ]: Loading profiles.yml
11:08:33.578455 [info ]:    Started resolving packages from packages.yml
11:08:36.014811 [debug]: Finished parsing target\generic_tests\not_null_raw_google_ads_campaigns_campaign_id.sql [  0.00s]
11:08:36.015504 [debug]: Finished parsing target\generic_tests\not_null_analytics_email_performance_campaign_id.sql [  0.00s]
11:08:36.015508 [debug]: Finished parsing target\generic_tests\not_null_core_refunds_refund_id.sql [  0.00s]
11:08:36.015819 [debug]: Finished parsing target\generic_tests\unique_raw_web_sessions_session_id.sql [  0.01s]
11:08:36.016287 [debug]: Finished parsing target\generic_tests\unique_src_stripe_subscriptions_subscription_id.sql [  0.00s]
11:08:36.016606 [debug]: Finished parsing target\generic_tests\unique_src_mobile_events_event_id.sql [  0.00s]
11:08:36.016785 [debug]: Finished parsing target\generic_tests\not_null_src_shopify_customers_customer_email.sql [  0.00s]
11:08:36.016810 [debug]: Finished parsing target\generic_tests\not_null_core_opportunities_opportunity_id.sql [  0.00s]
11:08:36.016868 [debug]: Finished parsing target\generic_tests\unique_core_revenue_daily_revenue_date.sql [  0.00s]
11:08:36.016881 [debug]: Finished parsing target\generic_tests\unique_raw_inventory_snapshots_snapshot_id.sql [  0.00s]
11:08:36.016902 [debug]: Finished parsing target\generic_tests\unique_analytics_finance_monthly_report_month.sql [  0.00s]
11:08:36.017522 [debug]: Finished parsing target\generic_tests\not_null_raw_salesforce_opportunities_opportunity_id.sql [  0.00s]
11:08:36.017817 [debug]: Finished parsing target\generic_tests\unique_raw_shopify_products_product_id.sql [  0.00s]
11:08:36.017871 [debug]: Finished parsing target\generic_tests\unique_src_shopify_products_product_id.sql [  0.00s]
11:08:36.017890 [debug]: Finished parsing target\generic_tests\not_null_raw_web_sessions_session_id.sql [  0.00s]
11:08:36.018125 [debug]: Finished parsing target\generic_tests\not_null_src_stripe_subscriptions_subscription_id.sql [  0.00s]
11:08:36.018243 [debug]: Finished parsing target\generic_tests\not_null_analytics_finance_monthly_report_month.sql [  0.00s]
11:08:36.018481 [debug]: Finished parsing target\generic_tests\unique_src_shopify_customers_customer_id.sql [  0.00s]
11:08:36.018455 [debug]: Finished parsing target\generic_tests\not_null_raw_inventory_snapshots_snapshot_id.sql [  0.00s]
11:08:36.019028 [debug]: Finished parsing target\generic_tests\not_null_core_orders_customer_id.sql [  0.00s]
11:08:36.019152 [debug]: Finished parsing target\generic_tests\not_null_raw_shopify_products_product_id.sql [  0.00s]
11:08:36.019322 [debug]: Finished parsing target\generic_tests\unique_raw_shopify_customers_customer_id.sql [  0.00s]
11:08:36.019603 [debug]: Finished parsing target\generic_tests\not_null_core_revenue_daily_revenue_date.sql [  0.00s]
11:08:36.019639 [debug]: Finished parsing target\generic_tests\not_null_src_shopify_products_product_id.sql [  0.00s]
11:08:36.019625 [debug]: Finished parsing target\generic_tests\not_null_src_mobile_events_event_id.sql [  0.00s]
11:08:36.019733 [debug]: Finished parsing target\generic_tests\not_null_src_shopify_customers_customer_id.sql [  0.00s]
11:08:36.019818 [debug]: Finished parsing target\generic_tests\unique_src_web_sessions_session_id.sql [  0.00s]
11:08:36.019945 [debug]: Finished parsing target\generic_tests\unique_src_email_campaigns_campaign_id.sql [  0.00s]
11:08:36.021169 [debug]: Finished parsing target\generic_tests\not_null_raw_shopify_customers_customer_id.sql [  0.00s]
11:08:36.021220 [debug]: Finished parsing target\generic_tests\unique_core_orders_order_id.sql [  0.00s]
11:08:36.021231 [debug]: Finished parsing target\generic_tests\unique_core_revenue_monthly_revenue_month.sql [  0.00s]
11:08:36.021244 [debug]: Finished parsing target\generic_tests\unique_src_shopify_order_items_line_item_id.sql [  0.00s]
11:08:36.021262 [debug]: Finished parsing target\generic_tests\unique_raw_shopify_refunds_refund_id.sql [  0.00s]
11:08:36.021338 [debug]: Finished parsing target\generic_tests\not_null_src_web_sessions_session_id.sql [  0.00s]
11:08:36.021365 [debug]: Finished parsing target\generic_tests\not_null_src_email_campaigns_campaign_id.sql [  0.00s]
11:08:36.022710 [debug]: Finished parsing target\generic_tests\not_null_core_revenue_monthly_revenue_month.sql [  0.00s]
11:08:36.022754 [debug]: Finished parsing target\generic_tests\not_null_raw_shopify_refunds_refund_id.sql [  0.00s]
11:08:36.023078 [debug]: Finished parsing target\generic_tests\not_null_analytics_product_performance_product_id.sql [  0.02s]
11:08:36.024184 [debug]: Finished parsing target\generic_tests\unique_core_b2b_accounts_account_id.sql [  0.00s]
11:08:36.025107 [debug]: Finished parsing target\generic_tests\not_null_core_b2b_accounts_account_id.sql [  0.00s]
11:08:36.026255 [debug]: Finished parsing target\generic_tests\unique_core_customer_segments_customer_id.sql [  0.00s]
11:08:36.027443 [debug]: Finished parsing target\generic_tests\not_null_core_customer_segments_customer_id.sql [  0.00s]
11:08:36.028447 [debug]: Finished parsing target\generic_tests\unique_core_customers_customer_id.sql [  0.00s]
11:08:36.030432 [debug]: Finished parsing target\generic_tests\not_null_core_customers_customer_id.sql [  0.00s]
11:08:36.068609 [error]: dbt1005: Ref 'src_shopify_sellers' not found in project. Searched for 'shopmesh.src_shopify_sellers, src_shopify_sellers'
  --> models\core\core_seller_metrics.sql:10:19
11:08:36.068700 [error]: dbt1005: Source 'email_tool.campaigns' not found in project. Searched for 'campaigns'
  --> models\raw\raw_email_campaigns.sql:5:19
11:08:36.068727 [error]: dbt1005: Source 'email_tool.events' not found in project. Searched for 'events'
  --> models\raw\raw_email_events.sql:5:19
11:08:36.068796 [error]: dbt1005: Source 'legacy_erp.products_legacy' not found in project. Searched for 'products_legacy'
  --> models\raw\raw_erp_products.sql:7:19
11:08:36.068831 [error]: dbt1005: Source 'legacy_erp.warehouses_legacy' not found in project. Searched for 'warehouses_legacy'
  --> models\raw\raw_erp_warehouses.sql:7:19
11:08:36.068846 [error]: dbt1005: Source 'google_ads.campaigns' not found in project. Searched for 'campaigns'
  --> models\raw\raw_google_ads_campaigns.sql:5:19
11:08:36.068868 [error]: dbt1005: Source 'google_ads.ad_performance' not found in project. Searched for 'ad_performance'
  --> models\raw\raw_google_ads_performance.sql:5:19
11:08:36.068891 [error]: dbt1005: Source 'warehouse_ops.inventory_snapshots' not found in project. Searched for 'inventory_snapshots'
  --> models\raw\raw_inventory_snapshots.sql:5:19
11:08:36.068908 [error]: dbt1005: Source 'mobile_app.events' not found in project. Searched for 'events'
  --> models\raw\raw_mobile_events.sql:5:19
11:08:36.068929 [error]: dbt1005: Source 'mobile_app.sessions' not found in project. Searched for 'sessions'
  --> models\raw\raw_mobile_sessions.sql:7:19
11:08:36.068971 [error]: dbt1005: Source 'salesforce.accounts' not found in project. Searched for 'accounts'
  --> models\raw\raw_salesforce_accounts.sql:5:19
11:08:36.069085 [error]: dbt1005: Source 'salesforce.contacts' not found in project. Searched for 'contacts'
  --> models\raw\raw_salesforce_contacts.sql:5:19
11:08:36.069138 [error]: dbt1005: Source 'salesforce.opportunities' not found in project. Searched for 'opportunities'
  --> models\raw\raw_salesforce_opportunities.sql:5:19
11:08:36.069162 [error]: dbt1005: Source 'shopify.customers' not found in project. Searched for 'customers'
  --> models\raw\raw_shopify_customers.sql:5:19
11:08:36.069202 [error]: dbt1005: Source 'shopify.gift_cards' not found in project. Searched for 'gift_cards'
  --> models\raw\raw_shopify_gift_cards.sql:7:19
11:08:36.069230 [error]: dbt1005: Source 'shopify.order_line_items' not found in project. Searched for 'order_line_items'
  --> models\raw\raw_shopify_order_items.sql:5:19
11:08:36.069256 [error]: dbt1005: Source 'shopify.orders' not found in project. Searched for 'orders'
  --> models\raw\raw_shopify_orders.sql:5:19
11:08:36.069281 [error]: dbt1005: Source 'shopify.product_variants' not found in project. Searched for 'product_variants'
  --> models\raw\raw_shopify_product_variants.sql:5:19
11:08:36.069301 [error]: dbt1005: Source 'shopify.products' not found in project. Searched for 'products'
  --> models\raw\raw_shopify_products.sql:5:19
11:08:36.069326 [error]: dbt1005: Source 'shopify.refunds' not found in project. Searched for 'refunds'
  --> models\raw\raw_shopify_refunds.sql:5:19
11:08:36.069370 [error]: dbt1005: Source 'stripe.payments' not found in project. Searched for 'payments'
  --> models\raw\raw_stripe_payments.sql:5:19
11:08:36.069429 [error]: dbt1005: Source 'stripe.refunds' not found in project. Searched for 'refunds'
  --> models\raw\raw_stripe_refunds.sql:5:19
11:08:36.069482 [error]: dbt1005: Source 'stripe.subscriptions' not found in project. Searched for 'subscriptions'
  --> models\raw\raw_stripe_subscriptions.sql:5:19
11:08:36.069514 [error]: dbt1005: Source 'web_analytics.sessions' not found in project. Searched for 'sessions'
  --> models\raw\raw_web_sessions.sql:5:19
11:08:36.080228 [info ]: Cached model count updated: 98 models (estimate)
11:08:36.080282 [info ]: Cached model count updated: 98 models (accurate)
11:08:36.080797 [info ]: Started scheduling
11:08:36.083271 [info ]: Finished scheduling [  0.00s]
11:08:36.083390 [info ]: Started scheduling
11:08:36.085074 [info ]: Finished scheduling [  0.00s]
11:08:36.087297 [info ]: Started deferring state
11:08:36.087363 [info ]: Finished deferring state [  0.00s]
11:08:36.090809 [info ]: Started downloading schemas
11:08:36.091147 [debug]:    Started downloading relations
11:08:36.091271 [debug]:   Finished [  0.00s] downloading relations
11:08:36.091316 [info ]: Finished downloading schemas [  0.00s]
11:08:36.389485 [info ]: Started building task graph
11:08:36.390971 [info ]: Finished building task graph [  0.00s]
11:08:36.391591 [info ]: Started rendering (102 nodes)
11:08:36.391638 [info ]: Started seed seeds.product_categories
11:08:36.391681 [debug]: Started rendering seed seeds.product_categories
11:08:36.391720 [info ]: Started seed seeds.market_regions
11:08:36.391730 [debug]: Started rendering seed seeds.market_regions
11:08:36.391737 [info ]: Started seed seeds.currency_rates
11:08:36.391741 [debug]: Started rendering seed seeds.currency_rates
11:08:36.391753 [info ]: Started model raw.raw_shopify_refunds
11:08:36.391760 [debug]: Started rendering model raw.raw_shopify_refunds
11:08:36.391768 [info ]: Started model raw.raw_shopify_gift_cards
11:08:36.391773 [debug]: Started rendering model raw.raw_shopify_gift_cards
11:08:36.391780 [info ]: Started model raw.raw_mobile_sessions
11:08:36.391784 [debug]: Started rendering model raw.raw_mobile_sessions
11:08:36.391790 [info ]: Started model raw.raw_erp_warehouses
11:08:36.391798 [debug]: Started rendering model raw.raw_erp_warehouses
11:08:36.391804 [info ]: Started model raw.raw_erp_products
11:08:36.391808 [debug]: Started rendering model raw.raw_erp_products
11:08:36.391815 [info ]: Started model raw.raw_shopify_products
11:08:36.391819 [debug]: Started rendering model raw.raw_shopify_products
11:08:36.391829 [info ]: Started model raw.raw_shopify_product_variants
11:08:36.391832 [debug]: Started rendering model raw.raw_shopify_product_variants
11:08:36.391840 [info ]: Started model raw.raw_inventory_snapshots
11:08:36.391843 [debug]: Started rendering model raw.raw_inventory_snapshots
11:08:36.391849 [info ]: Started model raw.raw_stripe_refunds
11:08:36.391852 [debug]: Started rendering model raw.raw_stripe_refunds
11:08:36.391863 [info ]: Started seed seeds.plan_definitions
11:08:36.391866 [debug]: Started rendering seed seeds.plan_definitions
11:08:36.391881 [info ]: Started model raw.raw_email_events
11:08:36.391884 [debug]: Started rendering model raw.raw_email_events
11:08:36.391891 [info ]: Started model raw.raw_email_campaigns
11:08:36.391900 [debug]: Started rendering model raw.raw_email_campaigns
11:08:36.391910 [info ]: Started model raw.raw_mobile_events
11:08:36.391915 [debug]: Started rendering model raw.raw_mobile_events
11:08:36.391921 [info ]: Started model raw.raw_web_sessions
11:08:36.391924 [debug]: Started rendering model raw.raw_web_sessions
11:08:36.391932 [info ]: Started model raw.raw_google_ads_performance
11:08:36.391936 [debug]: Started rendering model raw.raw_google_ads_performance
11:08:36.391942 [info ]: Started model raw.raw_google_ads_campaigns
11:08:36.391946 [debug]: Started rendering model raw.raw_google_ads_campaigns
11:08:36.391952 [info ]: Started model raw.raw_salesforce_opportunities
11:08:36.391956 [debug]: Started rendering model raw.raw_salesforce_opportunities
11:08:36.391962 [info ]: Started model raw.raw_salesforce_contacts
11:08:36.391965 [debug]: Started rendering model raw.raw_salesforce_contacts
11:08:36.391980 [info ]: Started model raw.raw_salesforce_accounts
11:08:36.391985 [debug]: Started rendering model raw.raw_salesforce_accounts
11:08:36.391990 [info ]: Started model raw.raw_stripe_subscriptions
11:08:36.391995 [debug]: Started rendering model raw.raw_stripe_subscriptions
11:08:36.392002 [info ]: Started model raw.raw_shopify_customers
11:08:36.392006 [debug]: Started rendering model raw.raw_shopify_customers
11:08:36.392135 [info ]: Finished parsing [  1.15s]
11:08:36.392012 [info ]: Started model raw.raw_stripe_payments
11:08:36.392457 [debug]: Started rendering model raw.raw_stripe_payments
11:08:36.392566 [info ]: Started model raw.raw_shopify_orders
11:08:36.392588 [debug]: Started rendering model raw.raw_shopify_orders
11:08:36.392602 [info ]: Started model raw.raw_shopify_order_items
11:08:36.395185 [debug]: Started rendering model raw.raw_shopify_order_items
11:08:36.395753 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: mobile_app, table name: events
(in models\raw\raw_mobile_events.sql:5:19)
  --> models\raw\raw_mobile_events.sql:5:19
11:08:36.396286 [debug]: Finished rendering [  0.00s] model raw.raw_mobile_events [error]
11:08:36.396710 [info ]: Started analyzing (102 nodes)
11:08:36.396831 [debug]: Started analyzing model raw.raw_mobile_events
11:08:36.396974 [info ]:     Failed [  0.00s] model raw.raw_mobile_events (view)
11:08:36.397094 [debug]: Finished analyzing [  0.00s] model raw.raw_mobile_events [skipped]
11:08:36.397135 [info ]: Started model source.src_mobile_events
11:08:36.397155 [debug]: Started rendering model source.src_mobile_events
11:08:36.397204 [debug]: Finished rendering [  0.00s] model source.src_mobile_events [skipped]
11:08:36.397242 [debug]: Started analyzing model source.src_mobile_events
11:08:36.397265 [info ]:    Skipped [-------] model source.src_mobile_events (view)
11:08:36.397291 [debug]: Finished analyzing [  0.00s] model source.src_mobile_events [skipped]
11:08:36.397315 [info ]: Started model core.core_mobile_engagement
11:08:36.397332 [debug]: Started rendering model core.core_mobile_engagement
11:08:36.397348 [debug]: Finished rendering [  0.00s] model core.core_mobile_engagement [skipped]
11:08:36.397361 [debug]: Started analyzing model core.core_mobile_engagement
11:08:36.397394 [info ]:    Skipped [-------] model core.core_mobile_engagement (table)
11:08:36.397411 [debug]: Finished analyzing [  0.00s] model core.core_mobile_engagement [skipped]
11:08:36.397434 [info ]: Started model analytics.analytics_mobile_engagement
11:08:36.397450 [debug]: Started rendering model analytics.analytics_mobile_engagement
11:08:36.397469 [debug]: Finished rendering [  0.00s] model analytics.analytics_mobile_engagement [skipped]
11:08:36.397484 [debug]: Started analyzing model analytics.analytics_mobile_engagement
11:08:36.397503 [info ]:    Skipped [-------] model analytics.analytics_mobile_engagement (table)
11:08:36.397522 [debug]: Finished analyzing [  0.00s] model analytics.analytics_mobile_engagement [skipped]
11:08:36.397600 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: legacy_erp, table name: products_legacy
(in models\raw\raw_erp_products.sql:7:19)
  --> models\raw\raw_erp_products.sql:7:19
11:08:36.397675 [debug]: Started analyzing model raw.raw_erp_products
11:08:36.397724 [debug]: Finished rendering [  0.01s] model raw.raw_erp_products [error]
11:08:36.397723 [info ]:     Failed [  0.01s] model raw.raw_erp_products (view)
11:08:36.397767 [debug]: Finished analyzing [  0.00s] model raw.raw_erp_products [skipped]
11:08:36.397798 [info ]: Started model source.src_erp_products
11:08:36.397824 [debug]: Started rendering model source.src_erp_products
11:08:36.397847 [debug]: Finished rendering [  0.00s] model source.src_erp_products [skipped]
11:08:36.397875 [debug]: Started analyzing model source.src_erp_products
11:08:36.397895 [info ]:    Skipped [-------] model source.src_erp_products (view)
11:08:36.397914 [debug]: Finished analyzing [  0.00s] model source.src_erp_products [skipped]
11:08:36.397933 [info ]: Started model core.core_inventory_legacy
11:08:36.397945 [debug]: Started rendering model core.core_inventory_legacy
11:08:36.397980 [debug]: Finished rendering [  0.00s] model core.core_inventory_legacy [skipped]
11:08:36.398000 [debug]: Started analyzing model core.core_inventory_legacy
11:08:36.398016 [info ]:    Skipped [-------] model core.core_inventory_legacy (table)
11:08:36.398032 [debug]: Finished analyzing [  0.00s] model core.core_inventory_legacy [skipped]
11:08:36.398055 [info ]: Started model analytics.analytics_inventory_legacy
11:08:36.398069 [debug]: Started rendering model analytics.analytics_inventory_legacy
11:08:36.398085 [debug]: Finished rendering [  0.00s] model analytics.analytics_inventory_legacy [skipped]
11:08:36.398102 [debug]: Started analyzing model analytics.analytics_inventory_legacy
11:08:36.398117 [info ]:    Skipped [-------] model analytics.analytics_inventory_legacy (table)
11:08:36.398144 [debug]: Finished analyzing [  0.00s] model analytics.analytics_inventory_legacy [skipped]
11:08:36.398212 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: legacy_erp, table name: warehouses_legacy
(in models\raw\raw_erp_warehouses.sql:7:19)
  --> models\raw\raw_erp_warehouses.sql:7:19
11:08:36.398289 [debug]: Started analyzing model raw.raw_erp_warehouses
11:08:36.398315 [debug]: Finished rendering [  0.01s] model raw.raw_erp_warehouses [error]
11:08:36.398320 [info ]:     Failed [  0.01s] model raw.raw_erp_warehouses (view)
11:08:36.398343 [debug]: Finished analyzing [  0.00s] model raw.raw_erp_warehouses [skipped]
11:08:36.398364 [info ]: Started model source.src_erp_warehouses
11:08:36.398384 [debug]: Started rendering model source.src_erp_warehouses
11:08:36.398403 [debug]: Finished rendering [  0.00s] model source.src_erp_warehouses [skipped]
11:08:36.398421 [debug]: Started analyzing model source.src_erp_warehouses
11:08:36.398446 [info ]:    Skipped [-------] model source.src_erp_warehouses (view)
11:08:36.398462 [debug]: Finished analyzing [  0.00s] model source.src_erp_warehouses [skipped]
11:08:36.398507 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: shopify, table name: refunds
(in models\raw\raw_shopify_refunds.sql:5:19)
  --> models\raw\raw_shopify_refunds.sql:5:19
11:08:36.398560 [debug]: Started analyzing model raw.raw_shopify_refunds
11:08:36.398580 [debug]: Finished rendering [  0.01s] model raw.raw_shopify_refunds [error]
11:08:36.398582 [info ]:     Failed [  0.01s] model raw.raw_shopify_refunds (view)
11:08:36.398603 [debug]: Finished analyzing [  0.00s] model raw.raw_shopify_refunds [skipped]
11:08:36.398621 [info ]: Started model source.src_shopify_refunds
11:08:36.398646 [debug]: Started rendering model source.src_shopify_refunds
11:08:36.398665 [debug]: Finished rendering [  0.00s] model source.src_shopify_refunds [skipped]
11:08:36.398683 [debug]: Started analyzing model source.src_shopify_refunds
11:08:36.398702 [info ]:    Skipped [-------] model source.src_shopify_refunds (view)
11:08:36.398728 [debug]: Finished analyzing [  0.00s] model source.src_shopify_refunds [skipped]
11:08:36.398777 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: mobile_app, table name: sessions
(in models\raw\raw_mobile_sessions.sql:7:19)
  --> models\raw\raw_mobile_sessions.sql:7:19
11:08:36.398828 [debug]: Started analyzing model raw.raw_mobile_sessions
11:08:36.398859 [info ]:     Failed [  0.01s] model raw.raw_mobile_sessions (view)
11:08:36.398884 [debug]: Finished analyzing [  0.00s] model raw.raw_mobile_sessions [skipped]
11:08:36.398938 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: shopify, table name: products
(in models\raw\raw_shopify_products.sql:5:19)
  --> models\raw\raw_shopify_products.sql:5:19
11:08:36.398995 [debug]: Finished rendering [  0.01s] model raw.raw_mobile_sessions [error]
11:08:36.399032 [debug]: Started analyzing model raw.raw_shopify_products
11:08:36.399055 [info ]:     Failed [  0.01s] model raw.raw_shopify_products (view)
11:08:36.399067 [debug]: Finished rendering [  0.01s] model raw.raw_shopify_products [error]
11:08:36.399083 [debug]: Finished analyzing [  0.00s] model raw.raw_shopify_products [skipped]
11:08:36.399109 [info ]: Started model source.src_shopify_products
11:08:36.399124 [debug]: Started rendering model source.src_shopify_products
11:08:36.399148 [debug]: Finished rendering [  0.00s] model source.src_shopify_products [skipped]
11:08:36.399163 [debug]: Started analyzing model source.src_shopify_products
11:08:36.399180 [info ]:    Skipped [-------] model source.src_shopify_products (view)
11:08:36.399195 [debug]: Finished analyzing [  0.00s] model source.src_shopify_products [skipped]
11:08:36.399236 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: shopify, table name: gift_cards
(in models\raw\raw_shopify_gift_cards.sql:7:19)
  --> models\raw\raw_shopify_gift_cards.sql:7:19
11:08:36.399286 [debug]: Started analyzing model raw.raw_shopify_gift_cards
11:08:36.399311 [info ]:     Failed [  0.01s] model raw.raw_shopify_gift_cards (view)
11:08:36.399308 [debug]: Finished rendering [  0.01s] model raw.raw_shopify_gift_cards [error]
11:08:36.399332 [debug]: Finished analyzing [  0.00s] model raw.raw_shopify_gift_cards [skipped]
11:08:36.399351 [info ]: Started model source.src_shopify_gift_cards_v2
11:08:36.399370 [debug]: Started rendering model source.src_shopify_gift_cards_v2
11:08:36.399387 [debug]: Finished rendering [  0.00s] model source.src_shopify_gift_cards_v2 [skipped]
11:08:36.399399 [debug]: Started analyzing model source.src_shopify_gift_cards_v2
11:08:36.399418 [info ]:    Skipped [-------] model source.src_shopify_gift_cards_v2 (view)
11:08:36.399433 [debug]: Finished analyzing [  0.00s] model source.src_shopify_gift_cards_v2 [skipped]
11:08:36.399470 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: stripe, table name: refunds
(in models\raw\raw_stripe_refunds.sql:5:19)
  --> models\raw\raw_stripe_refunds.sql:5:19
11:08:36.399540 [debug]: Started analyzing model raw.raw_stripe_refunds
11:08:36.399566 [info ]:     Failed [  0.01s] model raw.raw_stripe_refunds (view)
11:08:36.399568 [debug]: Finished rendering [  0.01s] model raw.raw_stripe_refunds [error]
11:08:36.399586 [debug]: Finished analyzing [  0.00s] model raw.raw_stripe_refunds [skipped]
11:08:36.399605 [info ]: Started model source.src_stripe_refunds
11:08:36.399619 [debug]: Started rendering model source.src_stripe_refunds
11:08:36.399633 [debug]: Finished rendering [  0.00s] model source.src_stripe_refunds [skipped]
11:08:36.399645 [debug]: Started analyzing model source.src_stripe_refunds
11:08:36.399659 [info ]:    Skipped [-------] model source.src_stripe_refunds (view)
11:08:36.399680 [debug]: Finished analyzing [  0.00s] model source.src_stripe_refunds [skipped]
11:08:36.399723 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: warehouse_ops, table name: inventory_snapshots
(in models\raw\raw_inventory_snapshots.sql:5:19)
  --> models\raw\raw_inventory_snapshots.sql:5:19
11:08:36.399795 [debug]: Started analyzing model raw.raw_inventory_snapshots
11:08:36.399818 [info ]:     Failed [  0.01s] model raw.raw_inventory_snapshots (view)
11:08:36.399819 [debug]: Finished rendering [  0.01s] model raw.raw_inventory_snapshots [error]
11:08:36.399839 [debug]: Finished analyzing [  0.00s] model raw.raw_inventory_snapshots [skipped]
11:08:36.399858 [info ]: Started model source.src_inventory_snapshots
11:08:36.399879 [debug]: Started rendering model source.src_inventory_snapshots
11:08:36.399896 [debug]: Finished rendering [  0.00s] model source.src_inventory_snapshots [skipped]
11:08:36.399913 [debug]: Started analyzing model source.src_inventory_snapshots
11:08:36.399974 [info ]:    Skipped [-------] model source.src_inventory_snapshots (view)
11:08:36.400014 [debug]: Finished analyzing [  0.00s] model source.src_inventory_snapshots [skipped]
11:08:36.400069 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: email_tool, table name: events
(in models\raw\raw_email_events.sql:5:19)
  --> models\raw\raw_email_events.sql:5:19
11:08:36.400217 [debug]: Started analyzing model raw.raw_email_events
11:08:36.400230 [debug]: Finished rendering [  0.01s] model raw.raw_email_events [error]
11:08:36.400257 [info ]:     Failed [  0.01s] model raw.raw_email_events (view)
11:08:36.400284 [debug]: Finished analyzing [  0.00s] model raw.raw_email_events [skipped]
11:08:36.400318 [info ]: Started model source.src_email_events
11:08:36.400342 [debug]: Started rendering model source.src_email_events
11:08:36.400360 [debug]: Finished rendering [  0.00s] model source.src_email_events [skipped]
11:08:36.400383 [debug]: Started analyzing model source.src_email_events
11:08:36.400398 [info ]:    Skipped [-------] model source.src_email_events (view)
11:08:36.400419 [debug]: Finished analyzing [  0.00s] model source.src_email_events [skipped]
11:08:36.400469 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: email_tool, table name: campaigns
(in models\raw\raw_email_campaigns.sql:5:19)
  --> models\raw\raw_email_campaigns.sql:5:19
11:08:36.400535 [debug]: Started analyzing model raw.raw_email_campaigns
11:08:36.400561 [info ]:     Failed [  0.01s] model raw.raw_email_campaigns (view)
11:08:36.400574 [debug]: Finished rendering [  0.01s] model raw.raw_email_campaigns [error]
11:08:36.400579 [debug]: Finished analyzing [  0.00s] model raw.raw_email_campaigns [skipped]
11:08:36.400599 [info ]: Started model source.src_email_campaigns
11:08:36.400611 [debug]: Started rendering model source.src_email_campaigns
11:08:36.400627 [debug]: Finished rendering [  0.00s] model source.src_email_campaigns [skipped]
11:08:36.400649 [debug]: Started analyzing model source.src_email_campaigns
11:08:36.400663 [info ]:    Skipped [-------] model source.src_email_campaigns (view)
11:08:36.400679 [debug]: Finished analyzing [  0.00s] model source.src_email_campaigns [skipped]
11:08:36.400696 [info ]: Started model core.core_email_performance
11:08:36.400713 [debug]: Started rendering model core.core_email_performance
11:08:36.400727 [debug]: Finished rendering [  0.00s] model core.core_email_performance [skipped]
11:08:36.400743 [debug]: Started analyzing model core.core_email_performance
11:08:36.400763 [info ]:    Skipped [-------] model core.core_email_performance (table)
11:08:36.400779 [debug]: Finished analyzing [  0.00s] model core.core_email_performance [skipped]
11:08:36.400797 [info ]: Started model analytics.analytics_email_performance
11:08:36.400815 [debug]: Started rendering model analytics.analytics_email_performance
11:08:36.400830 [debug]: Finished rendering [  0.00s] model analytics.analytics_email_performance [skipped]
11:08:36.400848 [debug]: Started analyzing model analytics.analytics_email_performance
11:08:36.400862 [info ]:    Skipped [-------] model analytics.analytics_email_performance (table)
11:08:36.400885 [debug]: Finished analyzing [  0.00s] model analytics.analytics_email_performance [skipped]
11:08:36.400931 [error]: dbt1501: Failed to render SQL not a key type: Source not found for source name: shopify, table name: product_variants
(in models\raw\raw_shopify_product_variants.sql:5:19)
  --> models\raw\raw_shopify_product_variants.sql:5:19
11:08:36.401004 [debug]: Started analyzing model raw.raw_shopify_product_variants
11:08:36.401027 [info ]:     Failed [  0.01s] model raw.raw_shopify_product_variants (view)
11:08:36.401049 [debug]: Finished analyzing [  0.00s] model raw.raw_shopify_product_variants [skipped]
11:08:36.401043 [debug]: Finished rendering [  0.01s] model raw.raw_shopify_product_variants [error]
11:08:36.401067 [info ]: Started model source.src_shopify_product_variants
11:08:36.401078 [debug]: Started rendering model source.src_shopify_product_variants
11:08:36.401094 [debug]: Finished rendering [  0.00s] model source.src_shopify_product_variants [skipped]
11:08:36.401109 [debug]: Started analyzing model source.src_shopify_product_variants
11:08:36.401122 [info ]:    Skipped [-------] model source.src_shopify_product_variants (view)
11:08:36.401140 [debug]: Finished analyzing [  0.00s] model source.src_shopify_product_variants [skipped]
11:08:36.401155 [info ]: Started model core.core_inventory_status
11:08:36.401166 [debug]: Started rendering model core.core_inventory_status
11:08:36.401187 [debug]: Finished rendering [  0.00s] model core.core_inventory_status [skipped]
11:08:36.401202 [debug]: Started analyzing model core.core_inventory_status
11:08:36.401221 [info ]:    Skipped [-------] model core.core_inventory_status (table)
